Seq	SOMAS_ID_round1	SOMAS_ID_round2	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Type	ensembl_gene_id	mmusculus_homolog_ensembl_gene	chromosome_name	start_position	end_position	external_gene_name	Notes	chromosome_number	updated	best_position	Originalplex
12835-101	PYDC1.12835.101.3	PYDC1.12835.101.3	12835-101_3	SL019914	Pyrin domain-containing protein 1	PYDC1	Q8WXC3	NA	PYDC1	Human	Protein	ENSG00000169900	NA	16	31227283	31228680	PYDC1	Build 37	16	0	1	0
12838-28	DUSP15.12838.28.3	DUSP15.12838.28.3	12838-28_3	SL019935	Dual specificity protein phosphatase 15	DUS15	Q9H1R2	NA	DUSP15	Human	Protein	ENSG00000149599	ENSMUSG00000042662	20	30435440	30458550	DUSP15	Build 37	20	0	1	0
12842-43	STX10.12842.43.3	STX10.12842.43.3	12842-43_3	SL019968	Syntaxin-10	STX10	O60499	NA	STX10	Human	Protein	ENSG00000104915	NA	19	13254872	13261197	STX10	Build 37	19	0	1	0
12843-6	ZNF410.12843.6.3	ZNF410.12843.6.3	12843-6_3	SL019915	Zinc finger protein 410	ZN410	Q86VK4	NA	ZNF410	Human	Protein	ENSG00000119725	ENSMUSG00000042472	14	74353320	74399214	ZNF410	Build 37	14	0	1	0
12844-10	BAG4.12844.10.3	BAG4.12844.10.3	12844-10_3	SL006067	BAG family molecular chaperone regulator 4	BAG4	O95429	9530	BAG4	Human	Protein	ENSG00000156735	ENSMUSG00000037316	8	38034051	38070819	BAG4	Build 37	8	0	1	0
12845-18	SNX17.12845.18.3	SNX17.12845.18.3	12845-18_3	SL011225	Sorting nexin-17	SNX17	Q15036	9784	SNX17	Human	Protein	ENSG00000115234	ENSMUSG00000029146	2	27593389	27599995	SNX17	Build 37	2	0	1	0
12846-3	FBXL5.12846.3.3	FBXL5.12846.3.3	12846-3_3	SL019936	F-box/LRR-repeat protein 5	FBXL5	Q9UKA1	NA	FBXL5	Human	Protein	ENSG00000118564	ENSMUSG00000039753	4	15606162	15683302	FBXL5	Build 37	4	0	1	0
12847-27	RNGTT.12847.27.3	RNGTT.12847.27.3	12847-27_3	SL019942	mRNA-capping enzyme	MCE1	O60942	NA	RNGTT	Human	Protein	ENSG00000111880	ENSMUSG00000028274	6	89319985	89673348	RNGTT	Build 37	6	0	1	0
12848-9	ARHGEF2.12848.9.3	ARHGEF2.12848.9.3	12848-9_3	SL019951	Rho guanine nucleotide exchange factor 2	ARHG2	Q92974	NA	ARHGEF2	Human	Protein	ENSG00000116584	ENSMUSG00000028059	1	155916630	155976861	ARHGEF2	Build 37	1	0	1	0
12849-25	GSKIP.12849.25.3	GSKIP.12849.25.3	12849-25_3	SL019958	GSK3-beta interaction protein	GSKIP	Q9P0R6	NA	GSKIP	Human	Protein	ENSG00000100744	ENSMUSG00000044715	14	96829814	96853625	GSKIP	Build 37	14	0	1	0
12851-5	POLM.12851.5.3	POLM.12851.5.3	12851-5_3	SL019921	DNA-directed DNA/RNA polymerase mu	DPOLM	Q9NP87	NA	POLM	Human	Protein	ENSG00000122678	ENSMUSG00000020474	7	44111846	44122139	POLM	Build 37	7	0	1	0
12853-112	TMOD2.12853.112.3	TMOD2.12853.112.3	12853-112_3	SL019937	Tropomodulin-2	TMOD2	Q9NZR1	NA	TMOD2	Human	Protein	ENSG00000128872	ENSMUSG00000032186	15	52043758	52108565	TMOD2	Build 37	15	0	1	0
12854-3	TEAD3.12854.3.3	TEAD3.12854.3.3	12854-3_3	SL019943	Transcriptional enhancer factor TEF-5	TEAD3	Q99594	NA	TEAD3	Human	Protein	ENSG00000007866	ENSMUSG00000002249	6	35441374	35464853	TEAD3	Build 37	6	0	1	0
12855-16	CASS4.12855.16.3	CASS4.12855.16.3	12855-16_3	SL011299	Cas scaffolding protein family member 4	CT032	Q9NQ75	57091	CASS4	Human	Protein	ENSG00000087589	ENSMUSG00000074570	20	54987168	55034396	CASS4	Build 37	20	0	1	0
12856-14	TMEM237.12856.14.3	TMEM237.12856.14.3	12856-14_3	SL019959	Transmembrane protein 237	TM237	Q96Q45	NA	TMEM237	Human	Protein	ENSG00000155755	ENSMUSG00000038079	2	202484907	202508293	TMEM237	Build 37	2	0	1	0
12860-7	ARPP21.12860.7.3	ARPP21.12860.7.3	12860-7_3	SL006617	cAMP-regulated phosphoprotein 21	cAMP-regulated phosphoprotein 21	Q9UBL0	10777	ARPP21	Human	Protein	ENSG00000172995	ENSMUSG00000032503	3	35680437	35835988	ARPP21	Build 37	3	0	1	0
12861-13	TMOD3.12861.13.3	TMOD3.12861.13.3	12861-13_3	SL006759	Tropomodulin-3	TMOD3	Q9NYL9	29766	TMOD3	Human	Protein	ENSG00000138594	ENSMUSG00000058587	15	52121825	52239492	TMOD3	Build 37	15	0	1	0
12862-14	NEDD9.12862.14.3	NEDD9.12862.14.3	12862-14_3	SL014945	Enhancer of filamentation 1	CASL	Q14511	4739	NEDD9	Human	Protein	ENSG00000111859	ENSMUSG00000021365	6	11183531	11382581	NEDD9	Build 37	6	0	1	0
12864-9	NIPAL4.12864.9.3	NIPAL4.12864.9.3	12864-9_3	SL019960	Magnesium transporter NIPA4	NIPA4	Q0D2K0	NA	NIPAL4	Human	Protein	ENSG00000172548	ENSMUSG00000020411	5	156887027	156901725	NIPAL4	Build 37	5	0	1	0
12867-40	DYNLT3.12867.40.3	DYNLT3.12867.40.3	12867-40_3	SL019922	Dynein light chain Tctex-type 3	DYLT3	P51808	NA	DYNLT3	Human	Protein	ENSG00000165169	ENSMUSG00000031176	X	37696010	37706890	DYNLT3	Build 37	X	0	1	0
12869-68	DDX6.12869.68.3	DDX6.12869.68.3	12869-68_3	SL019938	Probable ATP-dependent RNA helicase DDX6	DDX6	P26196	NA	DDX6	Human	Protein	ENSG00000110367	ENSMUSG00000032097	11	118620034	118661858	DDX6	Build 37	11	0	1	0
12869-68	DDX6.12869.68.3	DDX6.12869.68.3	12869-68_3	SL019938	Probable ATP-dependent RNA helicase DDX6	DDX6	P26196	NA	DDX6	Human	Protein	ENSG00000269612	NA	HG122_PATCH	118620040	118661864	DDX6	Build 37	11	0	0	0
12871-10	TWF1.12871.10.3	TWF1.12871.10.3	12871-10_3	SL013078	Twinfilin-1	TWF1	Q12792	5756	TWF1	Human	Protein	ENSG00000151239	ENSMUSG00000022451	12	44187526	44200178	TWF1	Build 37	12	0	1	0
12872-35	CNGA2.12872.35.3	CNGA2.12872.35.3	12872-35_3	SL019961	Cyclic nucleotide-gated olfactory channel	CNGA2	Q16280	NA	CNGA2	Human	Protein	ENSG00000183862	ENSMUSG00000005864	X	150906923	150913776	CNGA2	Build 37	X	0	1	0
12875-28	UBTD2.12875.28.3	UBTD2.12875.28.3	12875-28_3	SL019923	Ubiquitin domain-containing protein 2	UBTD2	Q8WUN7	NA	UBTD2	Human	Protein	ENSG00000168246	ENSMUSG00000044949	5	171636644	171711075	UBTD2	Build 37	5	0	1	0
12876-39	SPEF1.12876.39.3	SPEF1.12876.39.3	12876-39_3	SL007787	Sperm flagellar protein 1	SPEF1	Q9Y4P9	25876	SPEF1	Human	Protein	ENSG00000101222	ENSMUSG00000027329	20	3758151	3762095	SPEF1	Build 37	20	0	1	0
12878-60	OSBPL11.12878.60.3	OSBPL11.12878.60.3	12878-60_3	SL019944	Oxysterol-binding protein-related protein 11	OSB11	Q9BXB4	NA	OSBPL11	Human	Protein	ENSG00000144909	ENSMUSG00000022807	3	125247702	125313934	OSBPL11	Build 37	3	0	1	0
12879-5	RBL1.12879.5.3	RBL1.12879.5.3	12879-5_3	SL003759	Retinoblastoma-like protein 1	p107	P28749	5933	RBL1	Human	Protein	ENSG00000080839	ENSMUSG00000027641	20	35624752	35724398	RBL1	Build 37	20	0	1	0
12880-1	SV2A.12880.1.3	SV2A.12880.1.3	12880-1_3	SL019962	Synaptic vesicle glycoprotein 2A	SV2A	Q7L0J3	NA	SV2A	Human	Protein	ENSG00000159164	ENSMUSG00000038486	1	149874870	149889434	SV2A	Build 37	1	0	1	0
12880-1	SV2A.12880.1.3	SV2A.12880.1.3	12880-1_3	SL019962	Synaptic vesicle glycoprotein 2A	SV2A	Q7L0J3	NA	SV2A	Human	Protein	ENSG00000265307	NA	HG1287_PATCH	150589733	150604297	SV2A	Build 37	1	0	0	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000074639	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000069456	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000089789	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000040134	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000099009	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000056148	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12881-17	RDH16.12881.17.3	RDH16.12881.17.3	12881-17_3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	NA	RDH16	Human	Protein	ENSG00000139547	ENSMUSG00000054052	12	57345219	57353158	RDH16	Build 37	12	0	1	0
12882-7	PARP11.12882.7.3	PARP11.12882.7.3	12882-7_3	SL019918	Poly [ADP-ribose] polymerase 11	PAR11	Q9NR21	NA	PARP11	Human	Protein	ENSG00000111224	ENSMUSG00000037997	12	3900213	3982608	PARP11	Build 37	12	0	1	0
12885-42	NR1D2.12885.42.3	NR1D2.12885.42.3	12885-42_3	SL007432	Nuclear receptor subfamily 1 group D member 2	NR1D2	Q14995	9975	NR1D2	Human	Protein	ENSG00000174738	ENSMUSG00000021775	3	23986751	24022109	NR1D2	Build 37	3	0	1	0
12888-18	SAP30.12888.18.3	SAP30.12888.18.3	12888-18_3	SL012382	Histone deacetylase complex subunit SAP30	SAP30	O75446	8819	SAP30	Human	Protein	ENSG00000164105	ENSMUSG00000031609	4	174291120	174298683	SAP30	Build 37	4	0	1	0
12891-1	MICALL2.12891.1.3	MICALL2.12891.1.3	12891-1_3	SL019924	MICAL-like protein 2	MILK2	Q8IY33	NA	MICALL2	Human	Protein	ENSG00000164877	ENSMUSG00000036718	7	1468101	1499138	MICALL2	Build 37	7	0	1	0
12892-10	SYTL1.12892.10.3	SYTL1.12892.10.3	12892-10_3	SL019931	Synaptotagmin-like protein 1	SYTL1	Q8IYJ3	NA	SYTL1	Human	Protein	ENSG00000142765	ENSMUSG00000028860	1	27668513	27680421	SYTL1	Build 37	1	0	1	0
12893-159	IFI16.12893.159.3	IFI16.12893.159.3	12893-159_3	SL006071	Gamma-interferon-inducible protein 16	IP16	Q16666	3428	IFI16	Human	Protein	ENSG00000163565	ENSMUSG00000070501	1	158969758	159024945	IFI16	Build 37	1	0	1	0
12894-3	PAXIP1.12894.3.3	PAXIP1.12894.3.3	12894-3_3	SL019946	PAX-interacting protein 1	PAXI1	Q6ZW49	NA	PAXIP1	Human	Protein	ENSG00000157212	ENSMUSG00000002221	7	154735397	154794794	PAXIP1	Build 37	7	0	1	0
12895-28	DGKB.12895.28.3	DGKB.12895.28.3	12895-28_3	SL019952	Diacylglycerol kinase beta	DGKB	Q9Y6T7	NA	DGKB	Human	Protein	ENSG00000136267	ENSMUSG00000036095	7	14184674	15014402	DGKB	Build 37	7	0	1	0
12898-5	IL33.12898.5.3	IL33.12898.5.3	12898-5_3	SL014368	Interleukin-33	IL33	O95760	90865	IL33	Human	Protein	ENSG00000137033	ENSMUSG00000024810	9	6215805	6257983	IL33	Build 37	9	0	1	0
12900-29	ACACB.12900.29.3	ACACB.12900.29.3	12900-29_3	SL019311	Acetyl-CoA carboxylase 2	ACACB	O00763	NA	ACACB	Human	Protein	ENSG00000076555	ENSMUSG00000042010	12	109554400	109706031	ACACB	Build 37	12	0	1	0
12904-180	CUBN.12904.180.3	CUBN.12904.180.3	12904-180_3	SL004440	cubilin	cubilin	O60494	8029	CUBN	Human	Protein	ENSG00000107611	ENSMUSG00000026726	10	16865963	17171830	CUBN	Build 37	10	0	1	0
12906-137	FLNA.12906.137.3	FLNA.12906.137.3	12906-137_3	SL005845	Filamin-A	filamin A	P21333	2316	FLNA	Human	Protein	ENSG00000196924	ENSMUSG00000031328	X	153576892	153603006	FLNA	Build 37	X	0	1	0
12906-137	FLNA.12906.137.3	FLNA.12906.137.3	12906-137_3	SL005845	Filamin-A	filamin A	P21333	2316	FLNA	Human	Protein	ENSG00000269329	NA	HG1497_PATCH	153516992	153543106	FLNA	Build 37	X	0	0	0
12908-15	APOA5.12908.15.3	APOA5.12908.15.3	12908-15_3	SL004840	Apolipoprotein A-V	Apo A-V	Q6Q788	116519	APOA5	Human	Protein	ENSG00000110243	ENSMUSG00000032079	11	116660083	116663136	APOA5	Build 37	11	0	1	0
12916-3	MTCP1.12916.3.3	MTCP1.12916.3.3	12916-3_3	SL019344	Protein p13 MTCP-1	MTCP1	P56278	NA	MTCP1	Human	Protein	ENSG00000214827	ENSMUSG00000031200	X	154289897	154376212	MTCP1	Build 37	X	0	1	0
12916-3	MTCP1.12916.3.3	MTCP1.12916.3.3	12916-3_3	SL019344	Protein p13 MTCP-1	MTCP1	P56278	NA	MTCP1	Human	Protein	ENSG00000268700	NA	HG1497_PATCH	154230090	154316405	MTCP1	Build 37	X	0	0	0
12921-51	GPIHBP1.12921.51.3	GPIHBP1.12921.51.3	12921-51_3	SL019370	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1	HDBP1	Q8IV16	NA	GPIHBP1	Human	Protein	ENSG00000182851	ENSMUSG00000022579	8	144295068	144299044	GPIHBP1	Build 37	8	0	1	0
12923-51	KRT17.12923.51.3	KRT17.12923.51.3	12923-51_3	SL005401	Keratin, type I cytoskeletal 17	Keratin 17	Q04695	3872	KRT17	Human	Protein	ENSG00000128422	ENSMUSG00000035557	17	39775689	39781094	KRT17	Build 37	17	0	1	0
12925-105	AXIN2.12925.105.3	AXIN2.12925.105.3	12925-105_3	SL018508	Axin-2	AXIN2	Q9Y2T1	8313	AXIN2	Human	Protein	ENSG00000168646	ENSMUSG00000000142	17	63524681	63557765	AXIN2	Build 37	17	0	1	0
12926-118	TMEM27.12926.118.3	TMEM27.12926.118.3	12926-118_3	SL008481	Collectrin	TMM27	Q9HBJ8	57393	TMEM27	Human	Protein	ENSG00000147003	ENSMUSG00000015401	X	15645441	15683154	TMEM27	Build 37	X	0	1	0
12931-16	NR3C2.12931.16.3	NR3C2.12931.16.3	12931-16_3	SL007088	Mineralocorticoid receptor	MCR	P08235	4306	NR3C2	Human	Protein	ENSG00000151623	ENSMUSG00000031618	4	148999913	149365850	NR3C2	Build 37	4	0	1	0
12933-17	ENOX1.12933.17.3	ENOX1.12933.17.3	12933-17_3	SL019362	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	Q8TC92	NA	ENOX1	Human	Protein	ENSG00000120658	ENSMUSG00000022012	13	43787654	44361044	ENOX1	Build 37	13	0	1	0
12934-1	HERC5.12934.1.3	HERC5.12934.1.3	12934-1_3	SL015312	E3 ISG15--protein ligase HERC5	HERC5	Q9UII4	51191	HERC5	Human	Protein	ENSG00000138646	NA	4	89378268	89427314	HERC5	Build 37	4	0	1	0
12936-38	RLBP1.12936.38.3	RLBP1.12936.38.3	12936-38_3	SL019347	Retinaldehyde-binding protein 1	RLBP1	P12271	NA	RLBP1	Human	Protein	ENSG00000140522	ENSMUSG00000039194	15	89753100	89764982	RLBP1	Build 37	15	0	1	0
12939-1	POLR1C.12939.1.3	POLR1C.12939.1.3	12939-1_3	SL019437	DNA-directed RNA polymerases I and III subunit RPAC1	RPAC1	O15160	NA	POLR1C	Human	Protein	ENSG00000171453	ENSMUSG00000067148	6	43477440	43497323	POLR1C	Build 37	6	0	1	0
12940-35	ALDH3B1.12940.35.3	ALDH3B1.12940.35.3	12940-35_3	SL010891	Aldehyde dehydrogenase family 3 member B1	AL3B1	P43353	221	ALDH3B1	Human	Protein	ENSG00000006534	ENSMUSG00000024885	11	67776048	67796744	ALDH3B1	Build 37	11	0	1	0
12941-24	TMEM40.12941.24.3	TMEM40.12941.24.3	12941-24_3	SL011271	Transmembrane protein 40	TMM40	Q8WWA1	55287	TMEM40	Human	Protein	ENSG00000088726	ENSMUSG00000059900	3	12775024	12810956	TMEM40	Build 37	3	0	1	0
12954-71	PPARA.12954.71.3	PPARA.12954.71.3	12954-71_3	SL005257	Peroxisome proliferator-activated receptor alpha	PPARa	Q07869	5465	PPARA	Human	Protein	ENSG00000186951	ENSMUSG00000022383	22	46546424	46639653	PPARA	Build 37	22	0	1	0
12956-40	KIAA1279.12956.40.3	KIAA1279.12956.40.3	12956-40_3	SL019438	KIF1-binding protein	KBP	Q96EK5	NA	KIAA1279	Human	Protein	ENSG00000198954	ENSMUSG00000036955	10	70748487	70776738	KIAA1279	Build 37	10	0	1	0
12957-62	UQCRB.12957.62.3	UQCRB.12957.62.3	12957-62_3	SL008041	Cytochrome b-c1 complex subunit 7	UCR6	P14927	7381	UQCRB	Human	Protein	ENSG00000156467	ENSMUSG00000021520	8	97238148	97247862	UQCRB	Build 37	8	0	1	0
12958-8	PTPRN2.12958.8.3	PTPRN2.12958.8.3	12958-8_3	SL004785	Receptor-type tyrosine-protein phosphatase N2	PTPRN2	Q92932	5799	PTPRN2	Human	Protein	ENSG00000155093	ENSMUSG00000056553	7	157331750	158380480	PTPRN2	Build 37	7	0	1	0
12960-9	GCK.12960.9.3	GCK.12960.9.3	12960-9_3	SL007208	Glucokinase	HXK4	P35557	2645	GCK	Human	Protein	ENSG00000106633	ENSMUSG00000041798	7	44183872	44237769	GCK	Build 37	7	0	1	0
12963-1	GPR107.12963.1.3	GPR107.12963.1.3	12963-1_3	SL015007	Protein GPR107	GP107	Q5VW38	57720	GPR107	Human	Protein	ENSG00000148358	ENSMUSG00000000194	9	132815705	132902448	GPR107	Build 37	9	0	1	0
12963-1	GPR107.12963.1.3	GPR107.12963.1.3	12963-1_3	SL015007	Protein GPR107	GP107	Q5VW38	57720	GPR107	Human	Protein	ENSG00000269797	NA	HG1502_PATCH	132815705	132902448	GPR107	Build 37	9	0	0	0
12968-2	CSRP2.12968.2.3	CSRP2.12968.2.3	12968-2_3	SL008213	Cysteine and glycine-rich protein 2	CSRP2	Q16527	1466	CSRP2	Human	Protein	ENSG00000175183	ENSMUSG00000020186	12	77252495	77272840	CSRP2	Build 37	12	0	1	0
12970-35	STAU2.12970.35.3	STAU2.12970.35.3	12970-35_3	SL007715	Double-stranded RNA-binding protein Staufen homolog 2	STAU2	Q9NUL3	27067	STAU2	Human	Protein	ENSG00000040341	ENSMUSG00000025920	8	74332604	74659943	STAU2	Build 37	8	0	1	0
12975-11	KRT20.12975.11.3	KRT20.12975.11.3	12975-11_3	SL002694	Keratin, type I cytoskeletal 20	Keratin 20	P35900	54474	KRT20	Human	Protein	ENSG00000171431	ENSMUSG00000035775	17	39032193	39041479	KRT20	Build 37	17	0	1	0
12975-11	KRT20.12975.11.3	KRT20.12975.11.3	12975-11_3	SL002694	Keratin, type I cytoskeletal 20	Keratin 20	P35900	54474	KRT20	Human	Protein	ENSG00000263057	NA	HSCHR17_4_CTG4	39032193	39041479	KRT20	Build 37	17	0	0	0
12976-49	SORBS3.12976.49.3	SORBS3.12976.49.3	12976-49_3	SL001913	Vinexin b	Vinexin b	O60504	10174	SORBS3	Human	Protein	ENSG00000120896	ENSMUSG00000022091	8	22402499	22433301	SORBS3	Build 37	8	0	1	0
12980-31	RBM22.12980.31.3	RBM22.12980.31.3	12980-31_3	SL019459	Pre-mRNA-splicing factor RBM22	RBM22	Q9NW64	NA	RBM22	Human	Protein	ENSG00000086589	ENSMUSG00000024604	5	150070356	150080669	RBM22	Build 37	5	0	1	0
12986-12	LIN7C.12986.12.3	LIN7C.12986.12.3	12986-12_3	SL019466	Protein lin-7 homolog C	LIN7C	Q9NUP9	NA	LIN7C	Human	Protein	ENSG00000148943	ENSMUSG00000027162	11	27516123	27528320	LIN7C	Build 37	11	0	1	0
12987-12	SRSF7.12987.12.3	SRSF7.12987.12.3	12987-12_3	SL019472	Serine/arginine-rich splicing factor 7	SRSF7	Q16629	NA	SRSF7	Human	Protein	ENSG00000115875	ENSMUSG00000024097	2	38970741	38978636	SRSF7	Build 37	2	0	1	0
12988-49	EWSR1.12988.49.3	EWSR1.12988.49.3	12988-49_3	SL007342	RNA-binding protein EWS	EWS	Q01844	2130	EWSR1	Human	Protein	ENSG00000182944	ENSMUSG00000009079	22	29663998	29696515	EWSR1	Build 37	22	0	1	0
12990-39	MAP3K3.12990.39.3	MAP3K3.12990.39.3	12990-39_3	SL005017	Mitogen-activated protein kinase kinase kinase 3	MAP3K3	Q99759	4215	MAP3K3	Human	Protein	ENSG00000198909	ENSMUSG00000020700	17	61699775	61773663	MAP3K3	Build 37	17	0	1	0
12991-49	CUL9.12991.49.3	CUL9.12991.49.3	12991-49_3	SL019483	Cullin-9	CUL9	Q8IWT3	NA	CUL9	Human	Protein	ENSG00000112659	ENSMUSG00000040327	6	43149913	43192325	CUL9	Build 37	6	0	1	0
12993-21	NPLOC4.12993.21.3	NPLOC4.12993.21.3	12993-21_3	SL016487	Nuclear protein localization protein 4 homolog	NPL4	Q8TAT6	55666	NPLOC4	Human	Protein	ENSG00000182446	ENSMUSG00000039703	17	79523913	79615495	NPLOC4	Build 37	17	0	1	0
13007-66	LCN10.13007.66.3	LCN10.13007.66.3	13007-66_3	SL012574	Epididymal-specific lipocalin-10	LCN10	Q6JVE6	414332	LCN10	Human	Protein	ENSG00000187922	ENSMUSG00000047356	9	139632619	139637808	LCN10	Build 37	9	0	1	0
13011-20	RPS10.13011.20.3	RPS10.13011.20.3	13011-20_3	SL008108	40S ribosomal protein S10	RS10	P46783	6204	RPS10	Human	Protein	ENSG00000124614	ENSMUSG00000060438	6	34385231	34393902	RPS10	Build 37	6	0	1	0
13013-41	PARK2.13013.41.3	PARK2.13013.41.3	13013-41_3	SL019524	E3 ubiquitin-protein ligase parkin	PRKN2	O60260	NA	PARK2	Human	Protein	ENSG00000185345	ENSMUSG00000095795	6	161768452	163148803	PARK2	Build 37	6	0	1	0
13013-41	PARK2.13013.41.3	PARK2.13013.41.3	13013-41_3	SL019524	E3 ubiquitin-protein ligase parkin	PRKN2	O60260	NA	PARK2	Human	Protein	ENSG00000185345	ENSMUSG00000023826	6	161768452	163148803	PARK2	Build 37	6	0	1	0
13021-12	EMID1.13021.12.3	EMID1.13021.12.3	13021-12_3	SL012763	EMI domain-containing protein 1	EMID1	Q96A84	129080	EMID1	Human	Protein	ENSG00000186998	ENSMUSG00000034164	22	29601840	29655586	EMID1	Build 37	22	0	1	0
13022-20	TP53I11.13022.20.3	TP53I11.13022.20.3	13022-20_3	SL019515	Tumor protein p53-inducible protein 11	P5I11	O14683	NA	TP53I11	Human	Protein	ENSG00000175274	ENSMUSG00000068735	11	44907454	44972840	TP53I11	Build 37	11	0	1	0
13023-8	ASPRV1.13023.8.3	ASPRV1.13023.8.3	13023-8_3	SL018040	Retroviral-like aspartic protease 1	APRV1	Q53RT3	151516	ASPRV1	Human	Protein	ENSG00000244617	ENSMUSG00000033508	2	70187226	70189397	ASPRV1	Build 37	2	0	1	0
13025-4	FRS2.13025.4.3	FRS2.13025.4.3	13025-4_3	SL019541	Fibroblast growth factor receptor substrate 2	FRS2	Q8WU20	NA	FRS2	Human	Protein	ENSG00000166225	ENSMUSG00000020170	12	69864129	69973562	FRS2	Build 37	12	0	1	0
13027-20	CBX7.13027.20.3	CBX7.13027.20.3	13027-20_3	SL019531	Chromobox protein homolog 7	CBX7	O95931	NA	CBX7	Human	Protein	ENSG00000100307	ENSMUSG00000053411	22	39516172	39548679	CBX7	Build 37	22	0	1	0
13028-2	EVI2B.13028.2.3	EVI2B.13028.2.3	13028-2_3	SL014778	Protein EVI2B	EVI2B	P34910	2124	EVI2B	Human	Protein	ENSG00000185862	ENSMUSG00000093938	17	29630784	29641130	EVI2B	Build 37	17	0	1	0
13032-1	BECN1.13032.1.3	BECN1.13032.1.3	13032-1_3	SL014943	Beclin-1	BECN1	Q14457	8678	BECN1	Human	Protein	ENSG00000126581	ENSMUSG00000035086	17	40962152	40985367	BECN1	Build 37	17	0	1	0
13039-1	PPP1R8.13039.1.3	PPP1R8.13039.1.3	13039-1_3	SL019546	Nuclear inhibitor of protein phosphatase 1	PP1R8	Q12972	NA	PPP1R8	Human	Protein	ENSG00000117751	ENSMUSG00000028882	1	28157289	28178187	PPP1R8	Build 37	1	0	1	0
13041-47	TRAF4.13041.47.3	TRAF4.13041.47.3	13041-47_3	SL007634	TNF receptor-associated factor 4	TRAF4	Q9BUZ4	9618	TRAF4	Human	Protein	ENSG00000076604	ENSMUSG00000017386	17	27071002	27077974	TRAF4	Build 37	17	0	1	0
13042-7	KCNA10.13042.7.3	KCNA10.13042.7.3	13042-7_3	SL019583	Potassium voltage-gated channel subfamily A member 10	KCA10	Q16322	NA	KCNA10	Human	Protein	ENSG00000143105	ENSMUSG00000042861	1	111059839	111061797	KCNA10	Build 37	1	0	1	0
13043-157	ATAD2.13043.157.3	ATAD2.13043.157.3	13043-157_3	SL007491	ATPase family AAA domain-containing protein 2	ATAD2	Q6PL18	29028	ATAD2	Human	Protein	ENSG00000156802	ENSMUSG00000022360	8	124332090	124428590	ATAD2	Build 37	8	0	1	0
13044-5	TSG101.13044.5.3	TSG101.13044.5.3	13044-5_3	SL007627	Tumor susceptibility gene 101 protein	TS101	Q99816	7251	TSG101	Human	Protein	ENSG00000074319	ENSMUSG00000014402	11	18489883	18548779	TSG101	Build 37	11	0	1	0
13053-6	SLC6A14.13053.6.3	SLC6A14.13053.6.3	13053-6_3	SL015342	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	S6A14	Q9UN76	11254	SLC6A14	Human	Protein	ENSG00000087916	ENSMUSG00000031089	X	115567790	115592625	SLC6A14	Build 37	X	0	1	0
13054-87	PFN2.13054.87.3	PFN2.13054.87.3	13054-87_3	SL008767	Profilin-2	Profilin II	P35080	5217	PFN2	Human	Protein	ENSG00000070087	ENSMUSG00000027805	3	149682691	149768575	PFN2	Build 37	3	0	1	0
13055-53	PSD.13055.53.3	PSD.13055.53.3	13055-53_3	SL019564	PH and SEC7 domain-containing protein 1	PSD1	A5PKW4	NA	PSD	Human	Protein	ENSG00000059915	ENSMUSG00000037126	10	104162376	104181296	PSD	Build 37	10	0	1	0
13056-18	SLC6A16.13056.18.3	SLC6A16.13056.18.3	13056-18_3	SL019585	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	S6A16	Q9GZN6	NA	SLC6A16	Human	Protein	ENSG00000063127	ENSMUSG00000094152	19	49792895	49828482	SLC6A16	Build 37	19	0	1	0
